code,parent,type,reconcilable,name,sequence
2100,,liability_current,false,VAT output tax,520
2110,,liability_current,true,VAT payable to RRA — net of a filed return,530
2125,,liability_current,false,Import VAT payable to RRA at the border,540
2130,,liability_current,false,VAT withheld by public institutions — pending offset,550
2140,,liability_current,false,Withholding tax payable to RRA,560
2150,,liability_current,false,RSSB contributions payable — pension and maternity leave,570
2155,,liability_current,false,Medical insurance contributions payable,580
2160,,liability_current,false,PAYE payable,590
2180,,liability_current,false,Salaries payable,600
2190,,liability_current,false,Directors' fees payable,610
2200,,liability_current,false,Bank overdraft,620
2210,,liability_current,false,Bank loans — current portion,630
2220,,liability_current,false,Lease liabilities — current portion,640
2230,,liability_current,false,Hire purchase — current portion,650
2240,,liability_credit_card,false,Corporate credit card,660
2250,,liability_current,false,Amounts due to directors and shareholders,670
2300,,liability_current,false,Current income tax payable,680
2350,,liability_current,false,Provision for unutilised leave,690
2360,,liability_current,false,Other provisions — current,700
2400,,liability_non_current,false,Bank loans — non-current portion,710
2410,,liability_non_current,false,Lease liabilities — non-current portion,720
2420,,liability_non_current,false,Hire purchase — non-current portion,730
2430,,liability_non_current,false,Loans from shareholders and directors — non-current,740
2500,,liability_non_current,false,Deferred tax liabilities,750
2550,,liability_non_current,false,Provision for reinstatement costs,760
2990,,liability_current,false,Suspense account,770
3000,,equity,false,Share capital,780
3010,,equity,false,Treasury shares,790
3100,,equity,false,Other reserves,800
3110,,equity,false,Foreign currency translation reserve,810
3200,,equity_retained,false,Retained earnings,820
3210,,equity_retained,false,Dividends paid,830
4000,,income,false,Sales of goods,840
4010,,income,false,Services rendered,850
4020,,income,false,Export sales of goods,860
4030,,income,false,Export of services,870
4500,,income_other,false,Interest income,880
4510,,income_other,false,Dividend income,890
4520,,income_other,false,Rental income,900
4530,,income_other,false,Government grants,910
4700,,income_other,false,Foreign exchange gains,920
4750,,income_other,false,Gain on disposal of property plant and equipment,930
4790,,income_other,false,Other income,940
5000,,expense_direct_cost,false,Purchases of goods for resale,950
5010,,expense_direct_cost,false,Freight inwards and import duties,960
5020,,expense_direct_cost,false,Subcontract costs,970
5100,,expense_direct_cost,false,Changes in inventories,980
6000,,expense,false,Salaries and wages,990
6010,,expense,false,Directors' remuneration,1000
6020,,expense,false,Directors' fees,1010
6030,,expense,false,RSSB contributions — employer,1020
6035,,expense,false,Medical insurance contributions — employer,1030
6060,,expense,false,Staff welfare,1040
6070,,expense,false,Staff medical expenses and insurance,1050
6080,,expense,false,Staff training,1060
6200,,expense_depreciation,false,Depreciation of property plant and equipment,1070
6210,,expense_depreciation,false,Depreciation of right-of-use assets,1080
6220,,expense_depreciation,false,Amortisation of intangible assets,1090
6300,,expense,false,Rent — short-term leases,1100
6310,,expense,false,Utilities,1110
6320,,expense,false,Repairs and maintenance,1120
6330,,expense,false,Cleaning and security services,1130
6340,,expense,false,Telephone and internet,1140
6350,,expense,false,Software subscriptions,1150
6360,,expense,false,Advertising and marketing,1160
6370,,expense,false,Travelling,1170
6380,,expense,false,Motor vehicle expenses,1180
6390,,expense,false,Entertainment,1190
6400,,expense,false,Subscriptions and memberships,1200
6410,,expense,false,Insurance,1210
6420,,expense,false,Professional fees,1220
6430,,expense,false,Audit fees,1230
6440,,expense,false,Company registration and secretarial fees,1240
6450,,expense,false,Bank charges,1250
6460,,expense,false,Printing and stationery,1260
6470,,expense,false,Postage and courier,1270
6480,,expense,false,Licences permits and district government fees,1280
6490,,expense,false,Royalties,1290
6500,,expense,false,Bad debts written off,1300
6510,,expense,false,Impairment loss on trade receivables,1310
6900,,expense,false,Donations,1320
6950,,expense,false,Foreign exchange losses,1330
6960,,expense,false,Loss on disposal of property plant and equipment,1340
6990,,expense,false,Rounding differences,1350
7000,,expense,false,Interest on bank loans,1360
7010,,expense,false,Interest on lease liabilities,1370
7020,,expense,false,Hire purchase interest,1380
7030,,expense,false,Interest on loans from related parties and others,1390
8000,,expense,false,Current income tax expense,1400
8010,,expense,false,Deferred tax expense,1410
8020,,expense,false,Under or over provision of income tax in prior years,1420
