code,parent,type,reconcilable,name,sequence
2160,,liability_current,false,PAYE income tax payable to GRA,660
2165,,liability_current,false,Tourism levy payable,670
2180,,liability_current,false,Salaries payable,680
2190,,liability_current,false,Directors' fees payable,690
2200,,liability_current,false,Bank overdraft,700
2210,,liability_current,false,Bank loans — current portion,710
2220,,liability_current,false,Lease liabilities — current portion,720
2230,,liability_current,false,Hire purchase — current portion,730
2240,,liability_credit_card,false,Corporate credit card,740
2250,,liability_current,false,Amounts due to directors,750
2300,,liability_current,false,Current tax payable,760
2350,,liability_current,false,Provision for unutilised leave,770
2360,,liability_current,false,Other provisions — current,780
2400,,liability_non_current,false,Bank loans — non-current portion,790
2410,,liability_non_current,false,Lease liabilities — non-current portion,800
2420,,liability_non_current,false,Hire purchase — non-current portion,810
2430,,liability_non_current,false,Loans from shareholders and directors — non-current,820
2500,,liability_non_current,false,Deferred tax liabilities,830
2550,,liability_non_current,false,Provision for reinstatement costs,840
2990,,liability_current,false,Suspense account,850
3000,,equity,false,Share capital,860
3010,,equity,false,Treasury shares,870
3100,,equity,false,Other reserves,880
3110,,equity,false,Foreign currency translation reserve,890
3200,,equity_retained,false,Retained earnings,900
3210,,equity_retained,false,Dividends paid,910
4000,,income,false,Sales of goods,920
4010,,income,false,Services rendered,930
4020,,income,false,Export sales of goods,940
4030,,income,false,Export of services,950
4500,,income_other,false,Interest income,960
4510,,income_other,false,Dividend income,970
4520,,income_other,false,Rental income,980
4530,,income_other,false,Government grants,990
4700,,income_other,false,Foreign exchange gains,1000
4750,,income_other,false,Gain on disposal of property plant and equipment,1010
4790,,income_other,false,Other income,1020
5000,,expense_direct_cost,false,Purchases of goods for resale,1030
5010,,expense_direct_cost,false,Freight inwards and import duties,1040
5020,,expense_direct_cost,false,Subcontract costs,1050
5100,,expense_direct_cost,false,Changes in inventories,1060
6000,,expense,false,Salaries and wages,1070
6010,,expense,false,Directors' remuneration,1080
6020,,expense,false,Directors' fees,1090
6030,,expense,false,SSNIT contributions — employer first tier,1100
6035,,expense,false,Occupational pension contributions — employer second tier,1110
6040,,expense,false,Provident fund contributions — third tier,1120
6045,,expense,false,Staff canteen and meals,1130
6060,,expense,false,Staff welfare,1140
6070,,expense,false,Staff medical expenses and insurance,1150
6080,,expense,false,Staff training,1160
6200,,expense_depreciation,false,Depreciation of property plant and equipment,1170
6210,,expense_depreciation,false,Depreciation of right-of-use assets,1180
6220,,expense_depreciation,false,Amortisation of intangible assets,1190
6300,,expense,false,Rent — short-term leases,1200
6310,,expense,false,Utilities,1210
6320,,expense,false,Repairs and maintenance,1220
6330,,expense,false,Cleaning and security services,1230
6340,,expense,false,Telephone and internet,1240
6350,,expense,false,Software subscriptions,1250
6360,,expense,false,Advertising and marketing,1260
6370,,expense,false,Travelling,1270
6380,,expense,false,Motor vehicle expenses,1280
6390,,expense,false,Entertainment,1290
6395,,expense,false,Fuel and lubricants,1300
6400,,expense,false,Subscriptions and memberships,1310
6410,,expense,false,Insurance,1320
6420,,expense,false,Professional fees,1330
6430,,expense,false,Audit fees,1340
6440,,expense,false,Company secretarial and registration fees,1350
6450,,expense,false,Bank charges,1360
6460,,expense,false,Printing and stationery,1370
6470,,expense,false,Postage and courier,1380
6480,,expense,false,Licences permits and metropolitan assembly fees,1390
6485,,expense,false,Property rates,1400
6490,,expense,false,Royalties,1410
6500,,expense,false,Bad debts written off,1420
6510,,expense,false,Impairment loss on trade receivables,1430
6900,,expense,false,Donations,1440
6950,,expense,false,Foreign exchange losses,1450
6960,,expense,false,Loss on disposal of property plant and equipment,1460
6990,,expense,false,Rounding differences,1470
7000,,expense,false,Interest on bank loans,1480
7010,,expense,false,Interest on lease liabilities,1490
7020,,expense,false,Hire purchase interest,1500
7030,,expense,false,Interest on loans from related parties and others,1510
8000,,expense,false,Current income tax expense,1520
8010,,expense,false,Deferred tax expense,1530
8020,,expense,false,Under or over provision of income tax in prior years,1540
